"ft.idx","mz.precursor","rt","tissue03","tissue04","tissue05","tissue06","tissue07","tissue08","mz.product","int.product"
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,122.099611619599,479
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,123.079636890537,1611
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,123.112342304796,4109
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,129.063160707001,747.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,129.06781080835,657
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,131.045130587867,821.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,131.082059252533,3045.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,132.078151578431,399
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,132.081557158346,309
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,133.097370062131,3584
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,134.101029242587,418
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,135.075897558225,1226
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,135.112621382428,4467
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,136.114871788716,342
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,137.041189545152,884
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,137.064181943125,561.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,137.067354991657,834
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,137.089585869441,1217
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,137.128101129496,1090
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,143.080442084917,709
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,143.084803045405,821.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,144.038738698046,405
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,145.045506098916,1141
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,145.096244505231,1807
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,145.099574476171,1931
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,146.055928880113,407
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,147.078238907555,704.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,147.112340666292,2442.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,148.054762759778,1498
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,148.059778020641,1592
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,149.131950471153,311
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,151.108520150936,1922.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,153.082640506693,370
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,153.085986299772,663
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,155.080015959246,319
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,157.093587191073,1033
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,157.09878957107,780
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,159.049586745145,823
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,159.053866122865,861
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,159.109855788171,1767
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,159.113121242115,1150
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,161.065648139678,596
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,161.069375475452,568
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,161.126351989885,1563
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,163.107061105731,906
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,163.110546764137,908.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,163.141102988767,548
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,163.144626112944,635
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,165.119807152799,1145
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,165.125078523509,1130
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,166.060174780988,284
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,168.052874841022,606
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,169.093042875202,407
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,170.088496838813,2884
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,170.09233261163,2316
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,171.112859913507,986
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,173.126026084959,1304
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,173.127989303661,1073
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,175.105874151381,535.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,175.110449622253,541.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,175.145636667903,544
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,176.00998356823,624
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,176.012032120037,655
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,177.119164529763,550
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,177.123116986661,555
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,178.028694533238,304
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,184.107639113184,1819.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,185.114177840527,364
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,185.129129128772,458
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,187.108112150923,368
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,187.142572137564,406
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,187.146492890483,413.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,194.089469666905,384
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,194.093711737025,337
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,202.101570931125,1735
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,212.103878696818,1185
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,212.105742203276,1060
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,217.033562567003,552
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,217.037379312564,352
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,222.085426969172,392
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,239.113752950688,3146
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,240.118219843276,645.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,240.124618750544,737.5
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,263.039061603302,1058
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,263.043385294018,1405
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,277.21020353823,579
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,277.21267249015,779
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,285.118529516348,336
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,292.230171885128,438
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,293.208411527395,4277
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,294.151768341803,660
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,294.156705565317,839
659,295.224614153595,73.5565,20215,19339,23751,22802,23827,23307,294.210692953154,1021
660,295.945830293159,526.4075,970,1032,1256,1072,1042,1069,38.960479405227,11422
660,295.945830293159,526.4075,970,1032,1256,1072,1042,1069,40.958034716723,746
660,295.945830293159,526.4075,970,1032,1256,1072,1042,1069,84.9069380159029,615
660,295.945830293159,526.4075,970,1032,1256,1072,1042,1069,193.991950991125,511
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,38.9599705954749,4755.5
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,40.9576751503109,457.5
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,60.0771154844599,1537
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,71.0691235946535,1175
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,86.0925824643944,18936
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,101.035217220068,347
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,101.036702956113,346
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,104.102536384061,56084
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,124.995949878809,1759.5
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,146.976374464545,967
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,166.05840670841,790
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,166.060552030208,1203
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,176.987746999509,1089.5
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,184.065959078502,302
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,184.07066148825,480.5
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,207.019144926829,265
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,221.01522370344,44627
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,223.018093553014,515
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,266.092348384941,521
661,296.063333587769,689.092,22938,16816,21175,20741,20771,20370,280.088663031353,441
662,296.915085599117,597.804,2492,2596,2604,2561,2597,2631,62.9784577587504,378
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,41.0357578664024,4248
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,57.06684691495,56340
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,73.0422559549716,2347
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,73.0613349985608,1173
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,88.0184186697878,1482.5
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,98.9800658807698,933
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,107.046234064853,435
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,116.048882378029,2204
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,137.128264431691,572
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,148.022305188028,430
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,149.550443970085,270
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,161.087156786302,671
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,161.091343759329,799
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,167.077820478655,819
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,167.082920450257,768
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,195.076966057796,601
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,207.02871355227,318
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,221.110850109496,511
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,223.097234312475,385
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,225.098748440533,994
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,240.116153637555,540
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,240.121271836701,360.5
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,248.980353271528,1351
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,253.092200725654,2173
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,255.173938780063,274
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,265.016237140725,4148.5
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,267.00997338162,1097
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,281.046440054621,4884
663,297.080046703064,50.098,9572,9554,13132,19925,25585,26160,283.042389738294,1193.5
664,297.105408022071,671.24,1754,1850,1649,1493,1406,1508,129.097829446874,523
664,297.105408022071,671.24,1754,1850,1649,1493,1406,1508,136.07077310565,1861
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,86.0924057715157,1943
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,110.031349325734,604
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,132.096202745258,380
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,135.02700539535,2891
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,136.073097084948,450.5
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,151.582973884059,347
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,152.053180401682,83072.5
665,297.152279330418,445.834,3812,4810,6287,5794,5631,7235,170.043542964941,546.5
666,297.16624906701,669.712,4801,5563,6439,4647,4456,4968,70.061596738376,2742
666,297.16624906701,669.712,4801,5563,6439,4647,4456,4968,84.0766516476879,915
666,297.16624906701,669.712,4801,5563,6439,4647,4456,4968,120.076157048314,2291
666,297.16624906701,669.712,4801,5563,6439,4647,4456,4968,156.073966004911,643
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,41.0357421878027,4038
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,43.0512945542071,4446
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,53.0352924413444,755
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,55.0149218136722,1387
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,55.0513367964991,5290.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,57.0308103929107,1513
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,69.0662034549592,9094.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,71.0820561607945,7340.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,72.0861715128938,538
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,77.0349120717338,656
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,79.0500068539181,7611
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,81.0302565608729,3649
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,83.0448630121019,2838
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,83.0816460812538,4325
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,85.0608136073314,1669.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,85.0970684552994,767
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,91.0506968217928,6183
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,93.0656487073948,11503.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,95.0451221570806,3314
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,97.0606350846594,2124
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,97.0971920227031,2313
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,99.0762602280368,3563
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,105.066386627944,4337
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,107.081825747238,7523
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,108.083616631833,802
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,109.060081795477,1763.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,111.075624474544,1022
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,111.112468163707,622
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,113.092325212648,534
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,117.065130869292,1160
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,119.081731944083,3889.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,121.05699357721,1351
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,121.060107281846,870
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,121.097189189934,4259
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,123.112272263013,2497
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,125.089203697306,1147
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,125.09227351032,2141.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,127.072226861765,404
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,129.064643761886,946
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,131.082070145328,2749
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,133.097337280494,3071
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,135.112616613087,2909
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,137.124992004703,282
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,137.129679421726,469.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,141.087294812395,496
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,143.081412052903,669.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,144.039340243728,1258.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,146.054478192497,364.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,147.112264782545,2119.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,151.104937880737,3508
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,151.106906517444,3679
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,153.086005068904,348
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,153.12147024204,897
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,153.126076745533,511
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,159.109664821678,698.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,159.113101972124,1126.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,161.12697345485,1977
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,163.105275118838,564
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,163.109504675603,937
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,165.123323969857,1056.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,167.102879305458,333
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,171.108924354601,735
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,171.114324945324,907
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,179.139223848636,1674
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,183.132322010861,817
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,184.198711969465,315
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,184.202725679872,314.5
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,208.199167418321,371
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,219.169088628215,245
667,297.239816897625,72.028,9245,10236,10040,12318,12191,15131,277.212279810165,1215.5
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,38.9599611003584,4908
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,40.9583281469383,426
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,60.0775524045376,1656
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,71.0691002552838,1308
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,86.0925728024814,18961
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,101.035355911973,430.5
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,104.102530405808,59312
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,124.99664209052,1466
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,146.976269860634,944
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,166.058618427075,833.5
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,176.987680789014,1143.5
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,207.018125235583,397
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,221.015208767188,46036
668,298.061612446796,688.5835,2702,1807,3257,2309,1967,1862,266.092457037074,517
669,298.111853541694,326.5,24548,20531,16997,15644,19811,17494,166.068329633067,26994
670,298.271473891518,154.131,3420,3461,3016,3259,4111,3993,280.257337765179,724
670,298.271473891518,154.131,3420,3461,3016,3259,4111,3993,280.262211470298,708
672,299.241581127006,444.8145,1254,1274,1413,1568,1430,1485,86.0923644541235,2851
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,30.0310212499705,519
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,41.0357258054035,468
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,43.0513785601516,674
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,55.0513148971072,2497.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,56.0461672018693,3167
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,57.0668192753304,2481.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,58.025659674322,468.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,60.0410993326223,904
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,67.0510183856877,2597
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,69.0658914681525,4095
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,70.0615228247362,291
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,71.0820805465601,1299.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,74.0563315046655,436
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,79.0499930063262,1036
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,81.0657694320084,2376.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,82.0606243439107,995
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,83.0454585426131,418
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,83.0813430505468,2066.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,85.0976656094499,527
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,86.0560350408661,363.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,93.0662779748439,1346
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,95.081874564477,2824
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,96.0764144978648,361
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,97.0977837814044,833
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,107.081875790582,862.5
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,109.097472566039,1136
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,252.266192424381,1816
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,264.259927121996,1090
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,264.262421998939,1643
673,300.287431926898,149.0315,27313,20873,16544,14469,14691,14798,282.276378147296,2948
674,301.664304729859,762.0165,933,742,1044,847,525,522,60.0407922588377,338.5
674,301.664304729859,762.0165,933,742,1044,847,525,522,69.0663722119622,1357
674,301.664304729859,762.0165,933,742,1044,847,525,522,86.0925138704273,6722.5
674,301.664304729859,762.0165,933,742,1044,847,525,522,102.05016338336,740
675,302.131838526748,767.121,15246,14544,16115,13676,12223,10549,70.0615793185517,20017
675,302.131838526748,767.121,15246,14544,16115,13676,12223,10549,141.097223332381,2226
676,302.193467049379,358.119,3681,3660,3757,3436,2156,2658,102.08736725174,2670.5
676,302.193467049379,358.119,3681,3660,3757,3436,2156,2658,123.112506773795,641
677,302.30265946724,202.069,9535,8368,5554,4917,4487,4848,60.0410965863886,2355.5
677,302.30265946724,202.069,9535,8368,5554,4917,4487,4848,254.272224878971,315
677,302.30265946724,202.069,9535,8368,5554,4917,4487,4848,254.280763429068,498
677,302.30265946724,202.069,9535,8368,5554,4917,4487,4848,284.287496030541,407
677,302.30265946724,202.069,9535,8368,5554,4917,4487,4848,284.291946804572,484.5
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,60.0519204210525,715
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,74.056303474129,790
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,112.081737606459,673
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,115.082437665978,406
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,129.097736506835,1386
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,130.084917449874,841.5
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,147.072398694309,442
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,147.107332519607,542
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,158.088477681096,764
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,164.991650541774,519
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,286.147177975656,427
678,303.174859651659,791.594,8016,8894,10156,10312,8709,8890,303.17282513738,377
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,41.0357418180365,1127.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,43.0512831838004,2403
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,55.0148911827363,1027
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,55.051327122115,4513.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,57.0668431452443,4402
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,67.0505165740586,8377.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,69.0659147607577,7270.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,71.0454414251365,1578
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,71.0820529688717,4164.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,75.0399020704461,481
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,77.0349120717338,311
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,79.049949970846,4235.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,81.065724765163,10180
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,83.044235448058,882
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,83.0813714992239,3743
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,85.0232705535217,325
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,85.0613994916381,994
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,85.0982531980079,989
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,87.0387838644166,1101
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,91.0506737286404,6999
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,93.0656229801247,7427
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,95.0813211354028,9090.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,97.0612815370859,2066
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,97.0971793376071,3003.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,99.0763688577218,2084
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,105.066348042905,5242.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,107.081821140773,5223
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,109.060766867059,1740.5
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,109.097327666741,4410
679,303.229128006299,72.5365,28320,31395,32453,34344,41025,35770,111.07698205089,1242
