"ft.idx","mz.precursor","mz.product","rt(min)","rt(s)","Q1","Q3"
1629,572.297326980133,244.166594590104,12.48,748.8,572.3,244.2
1630,572.328952623195,184.069101770507,3.76,225.5,572.3,184.1
1631,572.329234281578,184.069320926268,4.17,250,572.3,184.1
1633,572.742368917252,136.07380156069,13.79,827.3,572.7,136.1
1634,572.810073699746,258.104954050636,11.35,680.9,572.8,258.1
1635,573.140142664986,348.06522594779,11.14,668.2,573.1,348.1
1636,573.297735869457,166.082511070584,7.23,433.6,573.3,166.1
1637,573.311676339173,258.104954050636,11.35,680.9,573.3,258.1
1638,573.482066276969,355.06624207643,0.8,48.1,573.5,355.1
1639,574.905516678419,128.948490889427,9.93,595.8,574.9,128.9
1640,575.119094540413,307.040552798632,6.07,364.2,575.1,307
1641,575.336942601521,171.145468470008,10.76,645.7,575.3,171.1
1642,575.497997941292,95.0820116154578,5.41,324.5,575.5,95.1
1643,575.498036537659,313.269867610187,0.8,48.1,575.5,313.3
1647,575.838180962072,171.145495745442,10.76,645.7,575.8,171.1
1649,576.235084042442,209.100857296696,12,720.2,576.2,209.1
1650,576.339480956176,171.145468470008,10.76,645.7,576.3,171.1
1651,576.362090025823,89.0553431950448,7.1,425.9,576.4,89.1
1653,576.563480370855,264.264745265106,0.89,53.2,576.6,264.3
1654,576.83994918361,171.145495745442,10.76,645.7,576.8,171.1
1657,577.512510789912,95.0808328657544,5.4,324,577.5,95.1
1658,577.512901191096,313.269853791728,0.8,48.1,577.5,313.3
1659,577.513175205581,239.232007420883,1.16,69.5,577.5,239.2
1660,578.301614878672,251.145680042665,12.75,765.1,578.3,251.1
1661,578.635729956619,251.146115041086,12.75,765.1,578.6,251.1
1662,578.955139151178,268.994675946254,9.92,595.3,579,269
1663,578.969461994232,251.145680042665,12.75,765.1,579,251.1
1664,579.30402448055,251.145580451656,12.75,765.1,579.3,251.1
1665,580.48767327425,313.26998090546,0.82,49.1,580.5,313.3
1666,581.126292914434,307.03940239356,6.07,364.2,581.1,307
1667,581.405195081135,522.35107937047,5.29,317.3,581.4,522.4
1668,582.418311250465,524.366303361374,5.27,316.3,582.4,524.4
1669,582.50282963153,313.269754314914,0.8,48.1,582.5,313.3
1670,582.6351664175,112.045830176158,12.33,739.6,582.6,112
1671,583.272972879915,258.104622652258,13.94,836.5,583.3,258.1
1672,583.300940556281,523.039403707837,8.48,509.1,583.3,523
1673,583.318789188329,341.299929730092,7.09,425.4,583.3,341.3
1675,583.775132284869,258.104523669876,13.94,836.5,583.8,258.1
1676,583.800061030064,240.098549664455,11.35,680.9,583.8,240.1
1677,583.80491116691,128.949788288996,9.93,595.8,583.8,128.9
1678,584.275863765066,258.10452814357,13.94,836.5,584.3,258.1
1679,584.301469506722,240.092246679163,11.35,680.9,584.3,240.1
1680,584.51855485648,313.269754314914,0.8,48.1,584.5,313.3
1682,584.74298719535,110.06593200891,13.87,832.4,584.7,110.1
1683,584.808641195447,94.9261012753804,8.81,528.4,584.8,94.9
1684,584.80282519022,118.081498372172,11.34,680.4,584.8,118.1
1685,585.628059142253,251.145606386143,12.75,765.1,585.6,251.1
1686,585.899727051368,176.870992258273,8.79,527.4,585.9,176.9
1687,586.3260994302,171.145601201591,10.76,645.7,586.3,171.1
1688,586.332485268644,213.152643896909,13.86,831.4,586.3,213.2
1689,586.834509181993,213.152643896909,13.86,831.4,586.8,213.2
1690,586.885709016527,268.994604132444,9.93,595.8,586.9,269
1691,587.114830100419,458.072143884125,13.22,793.1,587.1,458.1
1692,587.3361119641,213.152643896909,13.86,831.4,587.3,213.2
1693,587.632299542481,166.057339510372,12.29,737.5,587.6,166.1
1695,587.968191813796,166.057339510372,12.29,737.5,588,166.1
1696,588.299778551335,166.056791129319,12.29,737.5,588.3,166.1
1698,588.635288610515,166.056760303366,12.29,737.5,588.6,166.1
1699,588.782490754452,402.232754661904,14.38,863,588.8,402.2
1700,588.865450203863,128.949706974535,9.93,595.8,588.9,128.9
1701,589.13402987893,112.046345802414,12.34,740.6,589.1,112
1703,589.284287727419,402.229921883738,14.38,863,589.3,402.2
1704,589.3320499792,129.061328146103,10.52,631.5,589.3,129.1
1705,589.476441684794,337.268396494175,0.81,48.6,589.5,337.3
1706,589.784676702738,402.224608452548,14.38,863,589.8,402.2
1707,589.833955479496,129.061653275791,10.52,631.5,589.8,129.1
1708,590.334116487798,129.062821869455,10.52,631.5,590.3,129.1
1709,590.344440769657,251.145699435649,12.72,763,590.3,251.1
1711,590.421761884292,133.082777743041,1.02,61.3,590.4,133.1
1713,591.39553196421,133.081389275784,1.28,76.6,591.4,133.1
1714,591.425291009744,133.082769378493,1.02,61.3,591.4,133.1
1716,592.305533046351,260.082115060161,12.63,757.9,592.3,260.1
1717,592.495144398031,313.269707703202,0.8,48.1,592.5,313.3
1718,592.55879920375,262.25014595878,0.89,53.2,592.6,262.3
1720,592.822284640375,552.810576143043,9.95,596.8,592.8,552.8
1721,593.323243519384,575.316813438066,11.14,668.2,593.3,575.3
1722,593.43142390761,279.152066222454,1.02,61.3,593.4,279.2
1723,593.507391770677,311.254229067934,0.8,48.1,593.5,311.3
1725,594.264908889211,258.104525906723,13.94,836.5,594.3,258.1
1726,594.765385700858,258.104525906723,13.94,836.5,594.8,258.1
1728,594.818291670426,200.133280922132,11.24,674.3,594.8,200.1
1729,595.267542599468,129.059867827299,13.94,836.5,595.3,129.1
1731,595.376257292872,315.176829082403,1.02,61.3,595.4,315.2
1732,595.523006757201,339.286735182664,0.8,48.1,595.5,339.3
1734,596.778680167685,402.232520939449,15.42,925.2,596.8,402.2
1735,597.005124805733,268.994631966394,9.92,595.3,597,269
1737,598.866216142969,268.994747760065,9.93,595.8,598.9,269
1740,599.498034442169,577.515792310312,0.8,48.1,599.5,577.5
1741,599.497841871207,577.517831030326,1.16,69.5,599.5,577.5
1742,599.774037203822,402.232754661904,14.38,863,599.8,402.2
1743,599.832261054413,155.076786813434,12.53,751.8,599.8,155.1
1748,600.33410371175,492.286543525965,12.51,750.8,600.3,492.3
1751,600.664453127325,112.04608384792,12.46,747.7,600.7,112
1752,600.832216104679,396.144575567038,13.48,808.9,600.8,396.1
1754,601.32906504476,341.301210811351,7.09,425.4,601.3,341.3
1756,601.512863938979,575.500387642301,0.97,58.3,601.5,575.5
1757,601.512319405658,109.098263602912,5.33,319.9,601.5,109.1
1758,602.516595547704,313.269794030234,0.8,48.1,602.5,313.3
1759,602.580537158126,264.264351590377,0.89,53.2,602.6,264.3
1760,602.777337051008,117.086544176595,7.18,430.5,602.8,117.1
1761,602.780005467838,402.232448687521,13.7,822.2,602.8,402.2
1762,602.915792780664,292.957304334169,9.93,595.8,602.9,293
1763,602.977800975608,117.087160661349,7.18,430.5,603,117.1
1764,603.281208638192,402.232201708965,13.7,822.2,603.3,402.2
1765,603.528839863122,109.097464142106,5.36,321.4,603.5,109.1
1766,603.528375162391,95.081645160658,0.97,58.3,603.5,95.1
1767,603.782660259039,402.232325198243,13.7,822.2,603.8,402.2
1768,603.813775130952,422.880595571604,9.93,595.8,603.8,422.9
1769,604.43635432138,349.267498679597,1.02,61.3,604.4,349.3
1770,604.53244588565,313.269666821243,0.96,57.8,604.5,313.3
1773,605.327765657075,129.098870865272,12.68,761,605.3,129.1
1775,605.544062718903,95.0812922397145,1.14,68.5,605.5,95.1
1776,605.731162095259,45.0312079498442,3.79,227.6,605.7,45
1777,605.78667522064,128.949560158749,9.93,595.8,605.8,128.9
1779,605.829195414966,156.073252305236,12.68,761,605.8,156.1
1780,606.06553186783,57.0666467776268,3.79,227.6,606.1,57.1
1781,606.329971310999,129.099595358535,12.68,761,606.3,129.1
1782,606.611404051074,263.158901833037,0.82,49.1,606.6,263.2
1783,606.813375072928,251.145939251893,13.75,825.3,606.8,251.1
1784,606.840304460133,155.07818141176,12.16,729.4,606.8,155.1
1787,607.770649248887,231.038440526889,15.42,925.2,607.8,231
1788,607.81600739588,173.120843655744,12.79,767.6,607.8,173.1
1789,607.836932838274,226.077599525644,13.7,822.2,607.8,226.1
1790,608.083181144716,204.082302785394,13.28,796.7,608.1,204.1
1791,608.296939961171,186.11792825166,13.91,834.4,608.3,186.1
1792,608.380054287733,133.081301007887,3.42,205.1,608.4,133.1
1795,608.712018843695,176.870866641523,8.81,528.4,608.7,176.9
1797,609.522573977184,263.158552380368,0.8,48.1,609.5,263.2
1798,609.811104882174,251.145616560194,11.22,673.3,609.8,251.1
1799,610.536065840706,313.269909848202,0.8,48.1,610.5,313.3
1800,610.708263512487,234.912381701274,8.81,528.4,610.7,234.9
1801,610.777627769231,216.092031211452,14.93,895.6,610.8,216.1
1802,610.822276971398,70.0616516628737,12.53,751.8,610.8,70.1
1803,610.844136306549,176.870578155598,8.81,528.4,610.8,176.9
1804,610.846282532365,292.95625514121,9.93,595.8,610.8,293
1806,611.083801666568,500.042287955152,12.97,778.3,611.1,500
1810,611.782958331189,89.0554505980882,7.19,431.6,611.8,89.1
1811,611.96328438449,258.105482572179,11.46,687.6,612,258.1
1812,612.067944031269,112.046202260695,12.46,747.7,612.1,112
1814,612.976394082329,86.0928668025502,14.47,868.1,613,86.1
1815,613.153663421429,231.038817205034,15.45,927.2,613.2,231
1816,613.283172174409,460.270078291622,4.88,292.8,613.3,460.3
1817,613.770523964032,402.232201708965,13.7,822.2,613.8,402.2
1819,614.271585101378,402.232448687521,13.7,822.2,614.3,402.2
1822,614.772044336176,402.232448687521,13.7,822.2,614.8,402.2
1823,614.805225373291,380.869612865164,9.95,596.8,614.8,380.9
1824,614.842297571783,112.046207225753,13.55,813,614.8,112
1826,615.148413145016,112.046222358844,13.55,813,615.1,112
1827,615.292227623384,148.056308551489,11.95,717.1,615.3,148.1
1829,615.907956653923,292.957279722094,9.92,595.3,615.9,293
1832,616.595868827213,262.248070371999,0.89,53.2,616.6,262.2
1833,616.770874574419,313.061321077137,13.81,828.3,616.8,313.1
1835,616.819484060161,156.071985416103,12.68,761,616.8,156.1
1836,616.885499200316,89.0552770207512,6.77,406.1,616.9,89.1
1837,617.320194018821,402.235195787416,13.67,820.2,617.3,402.2
1842,618.51194194811,311.254139654303,0.8,48.1,618.5,311.3
1843,618.783567368289,600.305786020123,13.04,782.4,618.8,600.3
1844,619.286581296036,186.118958124847,13.91,834.4,619.3,186.1
1846,619.523640866408,313.269803959163,0.8,48.1,619.5,313.3
1849,620.430645915591,175.082690630236,1.07,64.4,620.4,175.1
1850,620.591180811193,264.264431794922,0.89,53.2,620.6,264.3
1852,620.966680326515,292.957357081235,9.92,595.3,621,293
1853,621.313785163585,106.04724189234,16.22,973.1,621.3,106
1854,621.440978217984,106.04800051679,16.21,972.6,621.4,106
1855,621.538355181526,263.158901833037,0.8,48.1,621.5,263.2
1856,621.564335545566,106.046483267889,16.22,973.1,621.6,106
1858,622.085204066965,113.029800417463,4.42,265.3,622.1,113
1859,622.342885967687,258.104674281145,11.1,666.1,622.3,258.1
1861,622.827300975296,292.956649572575,9.92,595.3,622.8,293
1862,622.84526291821,258.104674281145,11.1,666.1,622.8,258.1
1863,622.915860382539,156.072727142245,12.67,760,622.9,156.1
1864,622.944504852295,292.957343649002,9.93,595.8,622.9,293
1865,623.081761947205,113.03067997233,4.42,265.3,623.1,113
1866,623.117676221549,156.072685967008,12.67,760,623.1,156.1
1867,623.346988113095,357.173294136464,11.1,666.1,623.3,357.2
1868,623.846939744557,240.095564831671,11.1,666.1,623.8,240.1
1869,624.347960599371,129.098076135357,11.11,666.7,624.3,129.1
1870,624.742565090623,234.912124273761,8.81,528.4,624.7,234.9
1871,624.92426697154,292.957343649002,9.92,595.3,624.9,293
1872,625.553297830141,338.275747161519,0.8,48.1,625.6,338.3
1873,625.658665859798,280.134718305649,12.9,774.3,625.7,280.1
1874,625.992991908188,280.134976351737,12.9,774.3,626,280.1
1875,626.074515490538,251.032070516064,8.47,508,626.1,251
1876,626.327735238193,280.134608595191,12.9,774.3,626.3,280.1
1877,626.661730725068,280.135234397825,12.9,774.3,626.7,280.1
1878,626.819409484088,176.870987685132,8.81,528.4,626.8,176.9
1879,626.855761769612,233.159848835864,9.5,570.3,626.9,233.2
1880,626.877047983091,128.949516600868,9.93,595.8,626.9,128.9
1881,627.357734642719,233.158611283661,9.5,570.3,627.4,233.2
1882,627.528500103972,341.302697273298,5.22,313.2,627.5,341.3
1883,627.656896318312,251.146192496713,11.9,714.1,627.7,251.1
1885,627.858542380623,233.158529949099,9.5,570.3,627.9,233.2
1886,627.886469610709,128.94841962441,9.92,595.3,627.9,128.9
1887,627.89138170589,89.0553150055084,6.82,409.1,627.9,89.1
1888,627.992539762861,223.149889643098,11.91,714.6,628,223.1
1891,628.143067589891,89.0552988947908,6.82,409.1,628.1,89.1
1892,628.376858053389,89.0554233010475,5.88,352.5,628.4,89.1
1893,628.595727887022,264.26458827065,0.89,53.2,628.6,264.3
1894,629.095725949514,112.046209378961,14.8,888,629.1,112
1895,629.131300167,204.084065940178,13.28,796.7,629.1,204.1
1896,629.192700987434,89.0554029366373,7.33,439.7,629.2,89.1
1897,629.291157417105,475.191628616607,11.67,700.3,629.3,475.2
1898,629.393152960467,89.0554191974034,7.33,439.7,629.4,89.1
1899,629.788419717126,388.091987989779,14.01,840.6,629.8,388.1
1900,629.995496000281,133.081279943215,7.33,439.7,630,133.1
1901,630.065413843061,204.080412920683,13.28,796.7,630.1,204.1
1902,630.277964659822,458.225310909871,14.55,873.2,630.3,458.2
1903,630.339426032535,288.034519474411,12.19,731.4,630.3,288
1905,630.860822758145,128.948454301144,9.93,595.8,630.9,128.9
1906,631.062569295878,533.086514069718,14.23,853.8,631.1,533.1
1907,631.11532824577,175.018659546714,6.12,367.3,631.1,175
1908,631.558516653428,337.270433516525,0.8,48.1,631.6,337.3
1909,632.81798912565,447.13478450527,15.98,958.9,632.8,447.1
1911,632.947527360283,453.174885195872,9.91,594.7,632.9,453.2
1912,632.986123845318,280.13458064767,12.9,774.3,633,280.1
1913,633.333259987764,129.09807347297,11.12,667.2,633.3,129.1
1915,633.834543410354,258.103940427181,11.11,666.7,633.8,258.1
1916,633.98054061973,242.075591260851,8.81,528.4,634,242.1
1917,634.336737546532,129.096634037611,11.11,666.7,634.3,129.1
1918,634.412618478535,45.0303629021731,3.98,238.8,634.4,45
1919,634.447670919366,133.082097850415,1.06,63.4,634.4,133.1
1920,634.535468667913,338.273884400386,0.8,48.1,634.5,338.3
1921,634.606798575048,253.26441336674,0.89,53.2,634.6,253.3
1923,634.811580773569,422.87793556689,9.93,595.8,634.8,422.9
1925,634.921995151787,291.231124249137,1.26,75.6,634.9,291.2
1926,634.989753275819,120.074672951896,12.48,748.8,635,120.1
1928,635.094726603269,500.046643438705,12.21,732.4,635.1,500
1930,635.32367810621,421.212695156972,12.48,748.8,635.3,421.2
1931,635.539220710109,339.286026091353,0.8,48.1,635.5,339.3
1932,635.658216841574,421.212068583392,12.48,748.8,635.7,421.2
1933,635.992483216521,120.074672951896,12.48,748.8,636,120.1
1934,636.078395864129,136.056681337971,11.65,698.8,636.1,136.1
1935,636.550956258947,338.273390988277,0.8,48.1,636.6,338.3
1937,637.299183301811,338.275570739482,0.8,48.1,637.3,338.3
1941,637.846984447366,233.158529949099,9.5,570.3,637.8,233.2
1942,637.998164362573,89.0553806229218,7.35,440.7,638,89.1
1943,638.399415426498,133.081404794685,7.35,440.7,638.4,133.1
1944,638.600036818599,133.08141384673,7.35,440.7,638.6,133.1
1946,639.149946725052,89.0554729927498,6.85,411.2,639.1,89.1
1948,639.867243866493,128.94841962441,9.91,594.7,639.9,128.9
1949,640.298646305203,500.032629487883,12.19,731.4,640.3,500
1950,640.78029326287,388.090571724498,14.01,840.6,640.8,388.1
1951,641.314302619917,488.31021075505,4.87,292.3,641.3,488.3
1952,641.506496706554,338.273884400386,0.8,48.1,641.5,338.3
1953,641.581543415005,338.275726469244,0.8,48.1,641.6,338.3
1954,641.830457380848,251.147239614967,13.72,823.2,641.8,251.1
1955,641.848472568561,128.949964366168,9.92,595.3,641.8,128.9
1956,642.331399158694,251.147239614967,13.72,823.2,642.3,251.1
1957,642.651477860037,120.074672951896,12.48,748.8,642.7,120.1
1958,642.832908631153,251.146913589959,13.7,822.2,642.8,251.1
1959,643.522658420364,338.275726469244,0.8,48.1,643.5,338.3
1960,643.594317916945,288.034531936847,12.17,730.4,643.6,288
1963,644.5908229526,264.26458827065,0.89,53.2,644.6,264.3
1964,644.871341491085,246.178837607478,11.12,667.2,644.9,246.2
1965,644.927718326066,128.948438927172,9.92,595.3,644.9,128.9
1966,645.537766334044,340.289002726561,0.8,48.1,645.5,340.3
1968,646.607438306091,264.26458827065,0.89,53.2,646.6,264.3
1971,646.906732964087,128.948652958053,9.92,595.3,646.9,128.9
1975,647.553648069199,371.095963962006,0.8,48.1,647.6,371.1
1978,648.327355569182,170.037617581388,11.93,715.6,648.3,170
1979,648.886090333633,128.948435709687,9.93,595.8,648.9,128.9
1981,650.154922831168,133.081354674584,6.89,413.2,650.2,133.1
1982,650.390017777858,89.0553620861911,6,360.2,650.4,89.1
1983,650.778569323159,176.87085489844,8.81,528.4,650.8,176.9
1985,651.639618958948,264.26400559519,0.89,53.2,651.6,264.3
1986,651.650963189182,129.098064949398,14.04,842.6,651.7,129.1
1988,651.803066531093,209.099811805437,14.16,849.7,651.8,209.1
1989,652.303232404187,209.099811805437,14.16,849.7,652.3,209.1
1990,652.40544453087,133.081180606341,3.59,215.3,652.4,133.1
1991,652.542561979267,46.0623134491108,0.8,48.1,652.5,46.1
1992,652.805514215442,209.099388159832,14.16,849.7,652.8,209.1
1993,652.800338362253,129.09789940205,15.25,915,652.8,129.1
1994,652.839806398819,128.948433218446,9.92,595.3,652.8,128.9
1995,653.105736774643,112.046104718069,14.13,847.7,653.1,112
1996,653.302676882118,129.097928097603,15.25,915,653.3,129.1
1998,653.802496885744,129.098077132105,15.25,915,653.8,129.1
1999,653.935133514768,86.0924443273063,13.14,788.5,653.9,86.1
2000,654.089821729698,136.0574615993,13.92,835.5,654.1,136.1
2001,654.136196073166,86.0924569440809,13.14,788.5,654.1,86.1
2002,654.336240008345,86.0924325209199,13.14,788.5,654.3,86.1
2003,654.53736382548,86.0924134828676,13.14,788.5,654.5,86.1
2004,654.557561322459,337.270143530012,0.8,48.1,654.6,337.3
2005,654.737811508932,86.0924285174959,13.14,788.5,654.7,86.1
2007,655.608700630114,89.055432989634,7.38,442.8,655.6,89.1
2008,655.809639290701,133.081200081852,7.38,442.8,655.8,133.1
2009,655.828204057057,380.180895975594,13.35,800.8,655.8,380.2
2010,656.008793408089,133.081227743188,7.38,442.8,656,133.1
2011,656.210718491251,45.0303522915222,7.38,442.8,656.2,45
2014,656.5177038933,631.554238405337,0.8,48.1,656.5,631.6
2015,656.797397944318,528.845573774888,9.93,595.8,656.8,528.8
2017,657.830747521582,214.114679108918,13.48,808.9,657.8,214.1
2018,658.05948738847,184.069383878803,4.72,283.2,658.1,184.1
2019,658.532885892733,351.248510790713,0.8,48.1,658.5,351.2
2023,660.548684458915,631.554238405337,0.8,48.1,660.5,631.6
2025,660.957754006709,128.949060132748,9.93,595.8,661,128.9
2026,661.076683878478,353.020969441262,13.74,824.2,661.1,353
2027,661.163006011794,133.081198655426,6.93,415.7,661.2,133.1
2028,661.413611373108,133.081101215799,6.92,415.2,661.4,133.1
2031,662.566322093394,337.270444289141,0.8,48.1,662.6,337.3
2032,662.637063199855,264.262406795279,0.89,53.2,662.6,264.3
2033,662.792645782322,209.099022858389,14.16,849.7,662.8,209.1
2034,663.1179768113,291.066060890857,6.08,364.8,663.1,291.1
2037,663.447373861434,607.387129023727,18.96,1137.3,663.4,607.4
2038,663.447816848278,607.386075203108,0.78,47,663.4,607.4
2040,663.829065446685,128.949877595542,9.91,594.7,663.8,128.9
2042,664.364572520598,129.099310897105,16.13,968,664.4,129.1
2046,664.6975677121,129.099343345081,16.13,968,664.7,129.1
2047,664.767435799972,71.082072381827,4.15,249,664.8,71.1
2048,664.816090424019,89.0554430903316,7.4,443.8,664.8,89.1
2049,664.820022519851,128.948367011214,9.91,594.7,664.8,128.9
2051,665.031792185488,129.099343345081,16.13,968,665,129.1
2053,665.367117160788,129.098806321441,16.13,968,665.4,129.1
2055,665.583606913081,337.272829581355,0.8,48.1,665.6,337.3
2056,665.798948803275,423.16059134736,13.82,829.3,665.8,423.2
2057,666.052050687302,374.989487308038,0.55,32.8,666.1,375
2059,666.301063218838,423.164001261725,13.82,829.3,666.3,423.2
2060,666.594836656947,46.0622610401138,0.8,48.1,666.6,46.1
2061,666.630922966483,648.627283729156,0.95,57.2,666.6,648.6
2062,666.754045449299,176.870885362337,8.81,528.4,666.8,176.9
2064,667.055819591603,374.989487308038,0.55,32.8,667.1,375
2066,668.810927670304,430.14187746497,13.87,832.4,668.8,430.1
2067,668.888406200774,128.949233613362,9.93,595.8,668.9,128.9
2068,669.100385512663,344.053708797226,14.98,898.7,669.1,344.1
2069,669.539234662198,351.249263580293,0.8,48.1,669.5,351.2
2072,670.07146890797,503.045461377501,0.55,32.8,670.1,503
2076,670.866470337513,128.949571041236,9.93,595.8,670.9,128.9
2077,671.607260914766,114.062582554933,0.89,53.2,671.6,114.1
2080,671.917877851866,177.106306483045,6.95,417.3,671.9,177.1
2081,672.169899345401,89.0553206736991,6.97,418.3,672.2,89.1
2084,672.403456276417,133.081285486772,6.08,364.7,672.4,133.1
2085,672.847052376985,128.948478991916,9.93,595.8,672.8,128.9
2086,673.345553910401,658.335356065446,13.26,795.7,673.3,658.3
2095,675.861688581367,118.082521554225,11.32,679.4,675.9,118.1
2096,676.362997645621,118.082521554225,11.32,679.4,676.4,118.1
2098,676.863966240684,118.082521554225,11.32,679.4,676.9,118.1
2099,677.027140382216,387.147644703018,14.33,859.9,677,387.1
2102,678.100534761966,428.030720596598,13.06,783.4,678.1,428
2103,678.307343315174,387.144862456106,14.33,859.9,678.3,387.1
2104,678.474286905834,292.230129548253,1.11,66.4,678.5,292.2
2105,678.499935924867,551.501622899611,4.06,243.9,678.5,551.5
2106,678.684394889422,488.275035240166,13.58,815.1,678.7,488.3
2107,678.773844441134,177.105971555189,4.22,253.1,678.8,177.1
2108,678.949049302023,364.258312931818,1.26,75.6,678.9,364.3
2109,679.006922928909,128.948413516762,9.92,595.3,679,128.9
2111,679.349082581298,346.101332870126,11.43,686,679.3,346.1
2112,679.561620945678,337.270514226918,0.8,48.1,679.6,337.3
2118,680.784883832779,387.146097170784,14.33,859.9,680.8,387.1
2119,680.84919811773,346.101736375024,11.44,686.5,680.8,346.1
2120,681.477631726256,337.268847526207,0.78,47,681.5,337.3
2122,682.00267446201,280.141503796091,14.18,850.8,682,280.1
2123,682.035341111095,360.138555739945,16.15,969.1,682,360.1
2127,682.533650685941,119.083942274428,0.8,48.1,682.5,119.1
2129,682.704716707682,342.126446635682,16.15,969.1,682.7,342.1
2131,682.924456514659,89.0554066996294,7.01,420.3,682.9,89.1
2133,683.175662745559,89.0554066996294,7,419.8,683.2,89.1
2134,683.426335801037,133.081404581187,6.99,419.3,683.4,133.1
2135,683.876329081276,176.870975534474,8.79,527.4,683.9,176.9
2136,683.926236915339,89.0553755493454,7.01,420.3,683.9,89.1
2137,684.408933326813,495.438170234943,1.23,73.6,684.4,495.4
2138,684.841450847592,426.207804254976,13.33,799.8,684.8,426.2
2139,684.918383926592,128.948404297475,9.92,595.3,684.9,128.9
2140,685.554022020353,385.26638177742,0.8,48.1,685.6,385.3
2141,685.873501247377,176.870980068133,8.81,528.4,685.9,176.9
2142,686.310520968449,280.085964960837,11.48,689.1,686.3,280.1
2143,686.564089251635,315.264493971863,0.8,48.1,686.6,315.3
2144,686.822541097496,209.098898936467,14.16,849.7,686.8,209.1
2146,687.32111116115,209.098903217648,14.16,849.7,687.3,209.1
2148,687.42600166987,89.0553312286237,5.48,328.5,687.4,89.1
2150,688.356130888773,488.279451448964,13.62,817.1,688.4,488.3
2155,690.271001431555,230.109494740383,12.99,779.4,690.3,230.1
2156,690.500243187271,547.467352834619,4.03,241.8,690.5,547.5
2157,690.594283517212,395.346524887117,0.8,48.1,690.6,395.3
2164,691.774468212708,74.0563722209132,14.33,859.9,691.8,74.1
2165,692.040073894569,413.159535013248,16.15,969.1,692,413.2
2167,692.374222442877,342.122830951015,16.15,969.1,692.4,342.1
2168,692.399392351294,675.365467335589,3.42,205.1,692.4,675.4
2169,692.516564330562,678.496216782819,4.05,242.9,692.5,678.5
2170,692.70762500011,342.125084361399,16.17,970.1,692.7,342.1
2171,692.849081347318,128.949140243777,9.93,595.8,692.8,128.9
2172,693.042743011746,479.256371238873,16.16,969.6,693,479.3
2174,693.930804133857,89.0553405208138,7.04,422.4,693.9,89.1
2175,694.415854033186,133.081336078436,6.14,368.3,694.4,133.1
2177,694.683400041501,89.0554033796118,7.04,422.4,694.7,89.1
2184,696.430747586219,89.0558514844145,3.74,224.5,696.4,89.1
2186,698.305001904018,511.090467230813,13.5,810,698.3,511.1
2188,698.409897565063,414.94992358131,9.91,594.7,698.4,414.9
2189,698.549359509629,518.480954529306,3.32,199,698.5,518.5
2190,698.786478119362,446.842449744468,9.95,596.8,698.8,446.8
2191,699.365911769401,413.159535013248,16.15,969.1,699.4,413.2
